frequency_hz,swr,resistance_ohm,reactance_ohm,return_loss_db
50000000,1.0017096307893307,50.06457534279354,0.055982753026466645,61.36997496212309
50028750,1.001709386014921,50.06585500432736,0.05445419190440138,61.37121758121871
50057500,1.0016968532729518,50.06507389433667,0.0544134601914143,61.435080319803134
50086250,1.001766689285371,50.06754074359089,0.05690330567705561,61.08506565785844
50115000,1.0016431651676017,50.06264321130246,0.05313357974290017,61.71410875861313
50143750,1.001720047571787,50.06643633308235,0.05458693405891261,61.317257605290195
50172500,1.001703057513991,50.06443150977485,0.055647038371279246,61.40340675523235
50201250,1.0017166499591013,50.06656733884883,0.05415877912138991,61.33441708155621
50230000,1.0017398531094255,50.06688175063111,0.05560139342115414,61.21790104159097
50258750,1.0017648109215922,50.06876393313032,0.055271039112495084,61.094297355117206
50287500,1.0017214281494162,50.06334230797087,0.0582466936250029,61.310294756643515
50316250,1.0017366638484435,50.06672127606538,0.055544999829660324,61.23382359953304
50345000,1.00172127462343,50.06647286397729,0.054639061000398975,61.311068778177074
50373750,1.0017588066477183,50.06783886109542,0.055931094649804815,61.1238729879889
50402500,1.0017197640290345,50.06570509070422,0.0554420196185229,61.31868832607271
50431250,1.0016534315596912,50.06173164789574,0.054963040879423296,61.66005325034383
50460000,1.0017659431949935,50.06671374110957,0.057812677203576725,61.08873133244679
50488750,1.001713080653956,50.06504003596212,0.05570805573469981,61.35248033223395
50517500,1.0017205661347437,50.06736266132731,0.05348255158753817,61.314641612869494
50546250,1.0017631719079667,50.06628708435211,0.0580910207677831,61.1023607431176
50575000,1.0017363731425022,50.06781571049922,0.054181628932015134,61.23527641978797
50603750,1.0017020403435473,50.06547375080833,0.05433878004503447,61.40859163755317
50632500,1.0017156288696698,50.06671802755773,0.053892115413920964,61.339580686881085
50661250,1.0016962553724642,50.06466899173486,0.054847371589482385,61.438138810776024
50690000,1.0016895416264333,50.06458615386262,0.05442583764261176,61.472556476519564
50718750,1.001788609094641,50.06833965864811,0.05765526611434413,60.978055578478916
50747500,1.0017156538693657,50.06537762734624,0.055510705287499296,61.33945422776748
50776250,1.0017374132036085,50.06610972994991,0.05632838705994652,61.23007977454603
50805000,1.0017062432564292,50.06406007071357,0.05631504426037544,61.38718791592365
50833750,1.0017261575336958,50.06645855883427,0.05503959901924881,61.286484725989176
50862500,1.0017186862339038,50.06619442177661,0.054773113739499314,61.32412889883103
50891250,1.001761774358092,50.068082444959,0.05586862758699537,61.10924213977811
50920000,1.001761205659111,50.06873898083891,0.05501431296657226,61.11204392114213
50948750,1.0017550140764078,50.06830279443595,0.055062913925434685,61.14260641731288
50977500,1.001778349227672,50.06710155125914,0.05831169018492355,61.02797874123563
51006250,1.0018041320206554,50.068580458024606,0.058569944911436085,60.903065334048804
51035000,1.0017751251889462,50.069822109625896,0.054768318793741035,61.043726031625766
51063750,1.0016825896012829,50.06470556302939,0.05374211186213821,61.508340223616386
51092500,1.0017337494266993,50.06515331424816,0.05715358666095133,61.24839962019887
51121250,1.0017784140707646,50.06933356151697,0.055647612669059876,61.027662318952
51150000,1.0017456183602125,50.065461487686825,0.05770124505804697,61.189191708429135
51178750,1.0017661658928922,50.06974434687904,0.054140472117209036,61.087637015839405
51207500,1.0017045216117408,50.065723575909296,0.054231615132617976,61.39594916292454
51236250,1.0018333088324316,50.0722693308367,0.056359945314457406,60.763845610047966
51265000,1.001708010019874,50.067002286182586,0.05292693206866643,61.37820625879946
51293750,1.0017299243050575,50.06708154449708,0.054578032244058966,61.26756762251122
51322500,1.001741597996008,50.06716317426034,0.05539857118743216,61.209201959831425
51351250,1.0017398252997776,50.0669633089776,0.055501076355074994,61.218039756468556
51380000,1.0017453577823117,50.06803661478489,0.0546239822470625,61.1904872642826
51408750,1.001747414027048,50.069744838438076,0.05259858049867148,61.180269170465365
51437500,1.001795733140973,50.06911022147939,0.05728955686352669,60.94355922813938
51466250,1.0017701051352395,50.066819843212045,0.05800773840997208,61.06830274209317
51495000,1.0017346663871356,50.067008333498926,0.055041705793956,61.24381094479471
51523750,1.0017698045428922,50.068634949712575,0.0558270537334646,61.06977656693168
51552500,1.0017388265028384,50.067205363913246,0.05512943548021634,61.22302324004936
51581250,1.0017561302082765,50.06911176299252,0.054135661230695374,61.1370890728492
51610000,1.0018024387640825,50.06845804704637,0.05858282004976841,60.91121390107786
51638750,1.0017630880484065,50.069209006562936,0.05457446921731995,61.10277350526937
51667500,1.0017676994112052,50.06792587619033,0.05652245143263118,61.08010519832098
51696250,1.0017567966724816,50.06759190359198,0.05607184521013861,61.133796231680655
51725000,1.001824145013404,50.070754320655666,0.05752557707671016,60.80733125745766
51753750,1.0017736843180673,50.06771577377217,0.05723785183529254,61.050772987730646
51782500,1.001788206801321,50.068683359772464,0.05721448243470624,60.98000767984041
51811250,1.001808499276672,50.070514953377426,0.05657795824273136,60.88208378895588
51840000,1.0017515074130812,50.06755060392623,0.05570722796659376,61.15996368915317
51868750,1.001785623767117,50.06912448240561,0.05647768426057681,60.99255216163868
51897500,1.0017875262784548,50.0683203983407,0.057594189962845585,60.98331087232125
51926250,1.0017839396719599,50.07000953091065,0.055242372822056934,61.000740739247554
51955000,1.0017298354695525,50.068285671294895,0.053058220333518064,61.26801328846463
51983750,1.0017725255271583,50.070087228491154,0.05421706441892315,61.05644451614324
52012500,1.0017937204647076,50.06963485493148,0.056492033539218015,60.95329118967514
52041250,1.0018114388424606,50.071078472678515,0.05610646128595884,60.86798981113124
52070000,1.001833258324886,50.07218892884309,0.05645867790847266,60.76408468991967
52098750,1.0018051757019595,50.069420419095906,0.05765470111906856,60.89804657195749
52127500,1.0018087298448488,50.07237847502706,0.05419563609250034,60.880977483403775
52156250,1.00177465190316,50.06988796518516,0.0546459840129826,61.04604012800778
52185000,1.0017904437596832,50.06976317515135,0.05607281098911725,60.96915855784676
52213750,1.0017239718091315,50.0678474021747,0.05314324650644969,61.297480605833854
52242500,1.0017855657821888,50.06837719333101,0.057374614476373355,60.99283397330077
52271250,1.001802463243731,50.07016667862731,0.05652951088467893,60.91109604152271
52300000,1.0017684229233434,50.068184039641544,0.05626790398401596,61.076553965966255
52328750,1.0017352162301667,50.067726206822755,0.054200910053092265,61.24106057130205
52357500,1.0017977418720987,50.071246184688825,0.05477831609689836,60.93385722197593
52386250,1.0017553660033156,50.067893831091624,0.055593575252270065,61.14086636754873
52415000,1.0018087689201287,50.070339597595925,0.05681700139405489,60.88079000751531
52443750,1.0017871148379454,50.07045663281915,0.054929945442796564,60.98530857553812
52472500,1.0017919367375177,50.071565172550564,0.0538806961449885,60.961925245851596
52501250,1.00181353771527,50.07139105847751,0.0558788747754859,60.85794060229418
52530000,1.0017520258040693,50.0684738779536,0.05461120350062422,61.15739556932144
52558750,1.001762584618917,50.0689555147274,0.05485367100378734,61.105251830749495
52587500,1.001752973445696,50.06901625176718,0.05400174961843358,61.15270289807931
52616250,1.0018199661010774,50.070659653425,0.05731092965309689,60.82723435483928
52645000,1.0017696811609897,50.068869534081855,0.05552791928208237,61.07038158936561
52673750,1.0017671476251557,50.069027451356405,0.05512916578835733,61.08281452126868
52702500,1.0017738670336631,50.069235000825124,0.05540730392227298,61.0498790521351
52731250,1.001799270001667,50.072616770793445,0.05307949791217218,60.9264837459704
52760000,1.0017615181840824,50.06949059465509,0.054088304145084434,61.110504107643635
52788750,1.001797288385586,50.06972258176887,0.056666816799733406,60.93604657593076
52817500,1.0017321451601473,50.06747232244615,0.054271882718799215,61.25643357475659
52846250,1.001740099445208,50.06707016617786,0.055393548122872505,61.216672412439934
52875000,1.0018147499627539,50.06924167349114,0.058611867430108135,60.85214177547819
52903750,1.001753546246569,50.068628368092156,0.054539294215876694,61.14986764946528
52932500,1.0017689651000607,50.06837698672073,0.05607625751783912,61.073893739735055
52961250,1.001782451777174,50.07184394792403,0.05271188715283142,61.00798177174042
52990000,1.0017904115727216,50.07046368042345,0.05518835733120212,60.969314566573885
53018750,1.0018049062998895,50.07059958725791,0.05618470380254478,60.89934177060379
53047500,1.0017550734428227,50.068855876959454,0.05437526785199763,61.142312864499495
53076250,1.0018377674866095,50.07163272948687,0.05752226628078635,60.742766295098676
53105000,1.0017512204134722,50.068459825559316,0.05456428130794999,61.16138581843493
53133750,1.0018066895040623,50.07135061019727,0.055374318370201465,60.89077229349904
53162500,1.0017917388449824,50.07022902630051,0.05559318646031063,60.962883666384506
53191250,1.0018164481630287,50.069351320797054,0.05861372171478222,60.84402489367214
53220000,1.0018234885548163,50.07134719345949,0.05673679469311742,60.81045477954596
53248750,1.0018471846231238,50.07369222771908,0.05564624290685738,60.69841233896498
53277500,1.0017839779420354,50.07209098626933,0.0525034801555116,61.0005545727218
53306250,1.001782252422343,50.06975413827306,0.05542878646356605,61.00895241738282
53335000,1.001794161498062,50.070096933909376,0.055953621723746114,60.95115771142947
53363750,1.001800154094585,50.07014233009238,0.05637577034451113,60.922220714128564
53392500,1.0018124878549295,50.06968513773652,0.05790793530901245,60.86296578053069
53421250,1.001755454350823,50.067317795767316,0.05629580913180401,61.140429601389826
53450000,1.0018358354223789,50.072406337271666,0.056389634028796924,60.751894282234616
53478750,1.0018035425220104,50.07101224602164,0.05555235058007789,60.90590134722322
53507500,1.0018371330538884,50.0717920670898,0.05727271601188732,60.7457625963592
53536250,1.001797497481635,50.070142214794686,0.05616387278632588,60.93503702791263
53565000,1.0018181977019815,50.07168702044758,0.05587849931947938,60.83567056797315
53593750,1.001794547563762,50.07190555898758,0.053644463400681706,60.94929056745777
53622500,1.0018102163879767,50.07185338616836,0.05501134370681334,60.8738481821687
53651250,1.0018060090470735,50.07131943293884,0.05535901255565965,60.894041340729146
53680000,1.001774130242163,50.06963379019796,0.05492708132524209,61.048591467197404
53708750,1.0018285650925474,50.07102187485675,0.05754662173471644,60.78632914656577
53737500,1.001804920871335,50.07067237392706,0.05609439714916297,60.899271710823406
53766250,1.0018553955052718,50.072996170247926,0.057222313047024506,60.65992405471369
53795000,1.0018233135390264,50.0715745961764,0.05643586858338871,60.8112877192682
53823750,1.0017826180048381,50.068618868185396,0.05685521105751902,61.00717250317766
53852500,1.0017881180875925,50.06943802353682,0.0562902308724825,60.98043821641311
53881250,1.0017965753844251,50.06983841149632,0.05646754570601294,60.93948993974354
53910000,1.0018130750812806,50.07210296802201,0.05492013839210257,60.8601546505185
53938750,1.0018119008033182,50.07197358463687,0.0549928472447341,60.865776985380094
53967500,1.0017579867850723,50.06898848654604,0.054442313299624345,61.12791927688657
53996250,1.0018244286969782,50.07126235473303,0.05691846179513701,60.80598179933841
54025000,1.001786628631844,50.0715073811381,0.053515973603917404,60.98766988818881
54053750,1.0018374158751608,50.07251392714568,0.056380063634148915,60.744426759062804
54082500,1.0018136640070994,50.07199995191402,0.05510338012727409,60.857336300048786
54111250,1.0017822310234352,50.070435187827435,0.05455998546508254,61.00905661372465
54140000,1.001739700877421,50.06676402650201,0.0557306731655577,61.21866040395065
54168750,1.0017731370831744,50.07046488664053,0.05377622905003836,61.053450884592415
54197500,1.0018319927202755,50.07377006098161,0.05427232179741312,60.77007764295806
54226250,1.0017996539728464,50.070429429800974,0.05597696623858366,60.92463200733863
54255000,1.0018526463367197,50.07347549110165,0.05638099690589464,60.67279168915489
54283750,1.001820337904955,50.07248945847738,0.05501172197135155,60.82546169459768
54312500,1.0017829978527348,50.07234162799292,0.052074228075724024,61.0053235218797
54341250,1.0018677947083732,50.0737675560487,0.05724136602586808,60.602125043758726
54370000,1.001832387599836,50.072464288832556,0.056034165620082725,60.768207345239745
54398750,1.0017920615562295,50.070553332088096,0.055207657604835175,60.9613207862904
54427500,1.001814309748695,50.0722169745053,0.054872298762999545,60.85424710586019
54456250,1.001844513391937,50.073946828893796,0.0550848156327293,60.710970586835195
54485000,1.0017860370053802,50.07162461250033,0.05330967000808564,60.9905440538844
54513750,1.001831651587267,50.072077045188415,0.05647125268461451,60.77169370173656
54542500,1.0018483864016043,50.07291356045646,0.056759294132512246,60.69276835031893
54571250,1.0018020247536124,50.07141492470848,0.0549100448105848,60.913207435877005
54600000,1.0017763477659996,50.06967223678872,0.05505717664256515,61.0377511869048
54628750,1.0017913494196944,50.071475980288845,0.053950148952421395,60.96477001558709
54657500,1.0017865429673216,50.0713393080156,0.053732458204856566,60.98808599387334
54686250,1.0017998475858523,50.070290947202125,0.056166054817949174,60.92369843961188
54715000,1.0018309736265925,50.07209617009216,0.05639191943864549,60.77490631795314
54743750,1.0017946185008517,50.07131056454421,0.05443786664964134,60.94894753548427
54772500,1.001864471602069,50.07298074743323,0.05797356705855929,60.61757797920784
54801250,1.0018694881738313,50.07206730859043,0.05949818667362897,60.59426076095683
54830000,1.0018178919220468,50.07153229812683,0.05605144397319744,60.83713013520304
54858750,1.001836681989831,50.072238613667984,0.05667261607564385,60.747893513401266
54887500,1.0017719691845925,50.06940572791737,0.05504111282675941,61.05916877012422
54916250,1.001815081898898,50.072434683386604,0.0546489723039608,60.85055462386521
54945000,1.0018335846193722,50.07258313541432,0.055978260377249664,60.76254027570619
54973750,1.00178687258369,50.070536128071254,0.0548082250380496,60.98648502921186
55002500,1.0018129920548962,50.073050150507775,0.05364828800323091,60.86055205345491
55031250,1.0018550985075432,50.073159400133946,0.05698958505286055,60.66131324910462
55060000,1.0017981895212833,50.07040872723415,0.05588539974821901,60.931696591699634
55088750,1.0018740609113241,50.073927500531276,0.057545801068339376,60.57306099839491
55117500,1.0018721084374975,50.074178887303205,0.05706198163339007,60.58210656158293
55146250,1.0018525133898124,50.07233878564047,0.05781989402480074,60.67341443883089
55175000,1.0018092192012868,50.07095135071616,0.05608835778289706,60.878629935142776
55203750,1.0018313366370342,50.07355346617893,0.05451015661665394,60.773185991613786
55232500,1.0018273516643186,50.073734932272124,0.05392825266540394,60.79208971525148
55261250,1.0018386650499573,50.074954526868076,0.053204107871460495,60.73852904752308
55290000,1.0018936280734536,50.07614481673643,0.05624249209568273,60.4829262750999
55318750,1.0018270382887047,50.07192696220365,0.056288970503148975,60.79357804109811
55347500,1.001874351305829,50.073478168791695,0.05814114000744693,60.57171644341725
55376250,1.0018101441049394,50.070478394494764,0.05675451258048873,60.87419470829275
55405000,1.0018381111975225,50.07149901324037,0.05771552681020825,60.741143448255116
55433750,1.001871627186329,50.07381385233453,0.057493740665481664,60.58433758767418
55462500,1.0018359199741782,50.07190692605446,0.057031163405351505,60.751494618315924
55491250,1.0018362783778345,50.0740776479546,0.05421543132586838,60.74980070148561
55520000,1.0018277009274477,50.07306086648787,0.054866032156077105,60.79043124856027
55548750,1.001864883021576,50.07321192002559,0.05771489900605,60.61566332310365
55577500,1.001846978826705,50.07243897972567,0.05724972899084037,60.699379202330064
55606250,1.0018357191180054,50.0720028804581,0.056893933769069795,60.7524440660027
55635000,1.001826450570476,50.07186851592077,0.05631590981203633,60.79637000107641
55663750,1.0018452039239205,50.07431218115239,0.054649736615450736,60.707722447950516
55692500,1.001866566611405,50.07348784268667,0.05750012539392024,60.60783266804819
55721250,1.0018516421254557,50.071523393365204,0.05875582697110889,60.677496721364854
55750000,1.0018431705636415,50.073542771506595,0.05551124884818616,60.71729049709194
55778750,1.0018826198447144,50.07480996130162,0.05710250334062565,60.533519536094154
55807500,1.0018476120891573,50.0732946936,0.056203312423535226,60.69640438202573
55836250,1.001818566227961,50.071157414006336,0.05658018099444403,60.83391182398963
