frequency_hz,frequency_mhz,s11_real,s11_imag,s11_magnitude,phase_deg,swr,return_loss_db,resistance_ohm,reactance_ohm
5500000,5.5,0.28561088270252233,0.6325224112608,0.694015977528825,65.69879137051034,5.536288999169585,3.172610623389103,28.466668088849612,69.47463910272988
5501500,5.5015,0.2860161969375759,0.6316088704306306,0.6933505824020713,65.63719822548684,5.522105979090269,3.1809423062287507,28.571776353047877,69.5066620520211
5503000,5.503,0.2865248674758023,0.6306551213093682,0.6926921262117537,65.56632761932893,5.508131325584325,3.1891949786685037,28.682912973858944,69.54942052562782
5504500,5.5045,0.2869240683999084,0.6298919013508643,0.6921627181628336,65.5101092655564,5.496938863493214,3.1958359347645255,28.771935808628108,69.58277824389076
5506000,5.506,0.2874846625535534,0.6291262605404323,0.6916988382996739,65.44156102363057,5.487163359909859,3.2016590742669155,28.863610483980608,69.63382505465447
5507500,5.5075,0.2879054151607902,0.6283000468720483,0.6911226207977316,65.38136699028726,5.475061414873957,3.2088978423466945,28.96022175106757,69.66870986446995
5509000,5.509,0.288475626841835,0.6274902148036205,0.6906244688367792,65.31037309694389,5.464635365570773,3.215160773060633,29.057305924970798,69.72029033449309
5510500,5.5105,0.2888347255674557,0.6265089686465161,0.6898833136756888,65.24923559407976,5.449185381493651,3.2244871856081985,29.170588163483053,69.74621135293722
5512000,5.512,0.28926713588464087,0.6257312362499257,0.6893584379129363,65.18953410958983,5.438288510278153,3.2310980834639125,29.262640247958966,69.78305404875489
5513500,5.5135,0.28974505149028074,0.6249008293673204,0.688805663019019,65.12446482643732,5.42685217026373,3.2380658197117036,29.361363391844645,69.82419750449142
5515000,5.515,0.29014670160044037,0.6241451882768134,0.6882894191390085,65.06767213308443,5.416208248291411,3.2445781334019452,29.4509100048405,69.85795980034021
5516500,5.5165,0.29056886030835,0.6232336219965273,0.687641192896269,65.00375693306653,5.40289293759475,3.252762299045541,29.55826445049068,69.89175205191583
5518000,5.518,0.291062820042242,0.6223693432914017,0.6870670743674981,64.9359675463895,5.391145949112221,3.2600172644643735,29.66163394590251,69.93420602850247
5519500,5.5195,0.29151439984861266,0.6215291576125875,0.6864977342145488,64.8721211003664,5.379539219562524,3.267217836271907,29.761928449398013,69.97229610328976
5521000,5.521,0.29194656931206,0.6207078867605312,0.6859381021781819,64.81030836620907,5.368171414205402,3.274301449576551,29.860038651298286,70.00849608157404
5522500,5.5225,0.29250822685998484,0.6199259296630936,0.6854700730516419,64.74000742861217,5.358695401116393,3.2802300265994653,29.955875063291487,70.05978311330512
5524000,5.524,0.2928420982046338,0.6189583841585093,0.6847378883930736,64.6801941602186,5.343927564926134,3.2895128156698465,30.069349062250577,70.0827846091658
5525500,5.5255,0.29324570066886196,0.6179780464060648,0.6840247852239187,64.61451648910837,5.329610382312165,3.2985632319437803,30.185556811212845,70.11335310598321
5527000,5.527,0.29369083274822516,0.6172636432080857,0.6835705599767041,64.55513777564316,5.320524410916879,3.3043329949472144,30.27270901295335,70.152600465761
5528500,5.5285,0.29408390110657906,0.6164765507258235,0.6830290465894354,64.4969964620567,5.3097264228165715,3.31121654114893,30.367434156419627,70.1848827036236
5530000,5.53,0.29454237844444586,0.6156623542350508,0.6824920124968177,64.4328274721199,5.299054130031782,3.3180485399230393,30.46641952483035,70.22412653546058
5531500,5.5315,0.29497898707147535,0.6146825791385541,0.6817970929170485,64.3641952212397,5.285297699931525,3.3268970974249203,30.584024916575576,70.2583261558871
5533000,5.533,0.2953355127747039,0.6137678668816691,0.6811270509401103,64.30386671507678,5.272090517230944,3.3354374276548313,30.693268787455914,70.28442095954692
5534500,5.5345,0.29586506831695364,0.6129663496381847,0.6806349127388023,64.23444165490932,5.262425292481231,3.3417155561432956,30.792618008930138,70.3319121241071
5536000,5.536,0.2962636798585805,0.6120315228861786,0.6799667293402836,64.1699519724529,5.2493502499824505,3.350246734622874,30.90528368824571,70.3624107042034
5537500,5.5375,0.2967561553074902,0.6111790726454847,0.6794145086415787,64.10124843646548,5.238585506553564,3.3573036634293523,31.01031180189624,70.40489243592785
5539000,5.539,0.297142224363513,0.610283215102491,0.6787776544167682,64.03890389478227,5.226216910186221,3.3654492647192176,31.11881807653441,70.43452433350521
5540500,5.5405,0.29743346499248535,0.609455531766221,0.6781612723371065,63.986168883437536,5.214292526332874,3.3733403009058827,31.218205094498007,70.454372516385
5542000,5.542,0.29790703410896996,0.6086034101576371,0.6776036539357709,63.918581066296795,5.203544253573991,3.3804852152983496,31.323574532746214,70.4946598119314
5543500,5.5435,0.2983465183104835,0.6077136917045284,0.6769982098005387,63.852069152168546,5.191916146238547,3.3882495945327262,31.43293518212311,70.53041274262803
5545000,5.545,0.2986646256614371,0.6068390953550556,0.6763536399494193,63.7952287406405,5.179584407151783,3.396523367558143,31.538773835931774,70.55243120685779
5546500,5.5465,0.29909646388795413,0.605855903376994,0.6756626897846527,63.72555644266893,5.166419764263563,3.405401244647432,31.65925337000922,70.58566289166066
5548000,5.548,0.29952688959578044,0.6050818293944683,0.6751595203018907,63.66372418367359,5.15686813989039,3.411872081099502,31.755843461782124,70.62223316037931
5549500,5.5495,0.2998607053585428,0.6040953039297866,0.6744238866233491,63.60112680123724,5.14295680127568,3.421341126948594,31.875554828553945,70.64399692621751
5551000,5.551,0.3004252323627129,0.6032069245068493,0.6738797474425255,63.52455035481227,5.132707135836423,3.4283519114774794,31.9881325306066,70.69410098491265
5552500,5.5525,0.30074811195975165,0.6023015441992143,0.6732136191374276,63.46560044014658,5.120206095250602,3.436942136265178,32.09876463767402,70.71588016258988
5554000,5.554,0.3010691684222508,0.6014332418502796,0.6725805443045484,63.4080866600976,5.108372502641673,3.44511399298146,32.205275378588,70.73802304089561
5555500,5.5555,0.3015590216942158,0.6006015215843139,0.6720565685227439,63.33900153557634,5.098612772912655,3.451883397158574,32.31071511608521,70.78041277207282
5557000,5.557,0.3018618989473649,0.5998031551292716,0.6714792855622117,63.28533808090899,5.087896172461108,3.4593476064365736,32.40917646795781,70.80158493363675
5558500,5.5585,0.3023117982915527,0.5987909980039706,0.6707779682405077,63.212145315779814,5.074927577936421,3.4684242054188505,32.535445258985014,70.83605759178678
5560000,5.56,0.3026424150538152,0.5979393536338306,0.6701670702247677,63.15409764009849,5.063675938490795,3.4763383151843,32.64106370081097,70.8594059627077
5561500,5.5615,0.30301279220307864,0.5969672862796845,0.6694674698047972,63.08824597294631,5.050841648835166,3.4854104201643574,32.761742448034575,70.88516438220863
5563000,5.563,0.303455620667923,0.5961386303981276,0.6689294285407914,63.02229862528779,5.041008088350798,3.4923939499340495,32.86716495479979,70.92199676996962
5564500,5.5645,0.3038055157048491,0.5951428278800175,0.6682011500661409,62.95682615419863,5.027748439751014,3.5018556243334165,32.99077766282637,70.94478227046233
5566000,5.566,0.30423692118886314,0.5942561653176819,0.6676080393708232,62.88925217790508,5.016992698061193,3.509568843290081,33.10331225955518,70.97912662015011
5567500,5.5675,0.30460811319084036,0.5932795312692727,0.6669083181703251,62.82262941201349,5.004352882707807,3.5186773141567773,33.22559854052879,71.00463066702436
5569000,5.569,0.3048747555100085,0.59251616938201,0.6663512793762898,62.77225400406145,4.994328395029587,3.525935282191723,33.32092503566935,71.02172698061355
5570500,5.5705,0.305292355002143,0.5916160064176413,0.6657423834129184,62.70485138073199,4.983408906043446,3.5338758702374267,33.43551608787589,71.05404291535653
5572000,5.572,0.3056748253142451,0.5907159447586509,0.665118355048934,62.64001703171713,4.972259244881117,3.542021338416289,33.54967398115485,71.08214767294355
5573500,5.5735,0.3060387371599996,0.5897731546167021,0.6644487057320706,62.5747844200588,4.96034059222865,3.5507708039015347,33.66880158064183,71.10715783942995
5575000,5.575,0.3063484040331846,0.5888382179480915,0.6637618485345202,62.513886907160796,4.94816498747416,3.559754268650676,33.78618836097915,71.12577860413712
