frequency_hz,s11_real,s11_imag,swr,return_loss_db,resistance_ohm,reactance_ohm
935000000,0.5709456779727532,-0.5402355115016542,8.34683281423425,2.0912863500677217,40.1484434605257,-113.50868168362678
935006000,0.5734284370809724,-0.5371216847473875,8.332583300614873,2.094897392437559,40.67058634511112,-114.16874055424098
935012000,0.5704658094255848,-0.5365965434975876,8.224137494290686,2.1227952949555364,40.91912369164013,-113.58091761105469
935018000,0.5730798729330647,-0.5349868783323116,8.258589525547096,2.1138518529218917,41.13038782325791,-114.19832097804505
935024000,0.575302823542543,-0.5334288475044485,8.282922943679209,2.107580609653542,41.34961557529668,-114.73709470537578
935030000,0.5744303633903916,-0.5352842963712147,8.3098962262642,2.1006725697524007,41.00392065057699,-114.46533173876841
935036000,0.5734282498432263,-0.5322462185370019,8.189995242974083,2.1317336707142474,41.686665880826574,-114.40017110228362
935042000,0.574522330785209,-0.5318365502582136,8.21217150261994,2.125919381676689,41.72122507529919,-114.64926001763598
935048000,0.5750762622874717,-0.5346146770745938,8.310614904175756,2.1004891338088294,41.1124154015076,-114.63241568847538
935054000,0.5745919267308753,-0.5340614472936591,8.27902068836784,2.1085837858167857,41.25136425737678,-114.55785332965502
935060000,0.573075546663049,-0.5385283268453346,8.363390113078301,2.0871061602213197,40.39699783156876,-114.02800568946145
935066000,0.5800364302499035,-0.5349525851501729,8.481393182141531,2.05779354162845,40.7943613876076,-115.65450396152738
935072000,0.575379326163877,-0.5413838151641457,8.52546895811319,2.0470559481799584,39.69612050812841,-114.36096007151704
935078000,0.5734783800387243,-0.5388472357197418,8.385886022468268,2.081453492643047,40.31174240676333,-114.09558266550725
935084000,0.5726917405339239,-0.5376488118502191,8.32488996123205,2.096852214997933,40.59694138137925,-113.99109849134457
935090000,0.5798491317955795,-0.5452847063718181,8.802244200409412,1.9821195740584052,38.665207092052974,-115.07243010399633
935096000,0.5710301821074691,-0.5362125374226095,8.230449524844229,2.12115106167789,40.972290103995,-113.71541884102861
935102000,0.5714555171459733,-0.5351794164657767,8.213591460223494,2.125548175321215,41.16660709396437,-113.85163859951474
935108000,0.5708529982674659,-0.5349944239425423,8.189622412533266,2.1318316945848648,41.23290978225811,-113.7351486006219
935114000,0.5673910660394713,-0.5334793851448554,8.041681494926488,2.1714565388476403,41.70286202097398,-113.08501190462312
935120000,0.5703957453322567,-0.5326119554781249,8.107538310911236,2.1536359497147815,41.74964912033279,-113.74878042166054
935126000,0.56765623841925,-0.5364375315170479,8.133430137173432,2.1467099781278285,41.07988011156214,-113.00883787307659
935132000,0.5703879887321657,-0.5355695219325234,8.191916417632214,2.131228702713802,41.135113275693264,-113.61225423909329
935138000,0.5724577343354613,-0.5364919419972468,8.28324662379705,2.1074974423456467,40.847372856876824,-113.9978135578663
935144000,0.5713590010009301,-0.5338700805701037,8.172815274349855,2.1362600252951904,41.44334114519165,-113.89219421096224
935150000,0.5739075999889843,-0.536817610739883,8.338772564152928,2.0933274012186063,40.71047677950549,-114.28268003041329
935156000,0.5723272166677713,-0.5341251198446348,8.210059840274257,2.126471655027889,41.345275691268995,-114.08209319679554
935162000,0.5728148654373492,-0.540015383085111,8.399889058678617,2.0779503840157325,40.103723439329656,-113.90236408928322
935168000,0.5696542696290834,-0.5382792859001526,8.248186973026066,2.1165442721872565,40.610157996886706,-113.33578492768142
935174000,0.5689943505355742,-0.536114659017647,8.16488899534268,2.1383548571648374,41.08611514069779,-113.29921457080079
935180000,0.5713942441612504,-0.5376420839327334,8.283766517882531,2.107363873056606,40.659960519606805,-113.72364798889616
935186000,0.5725906191788065,-0.5385216268868119,8.347727187516591,2.0910601195039686,40.42173844908339,-113.92838781866914
935192000,0.5694632110967724,-0.5357724912149598,8.16937690705729,2.13716824266522,41.135467586844264,-113.41162419924791
935198000,0.5748205618356286,-0.5367525249183182,8.36599980873437,2.086448826704327,40.67963821443068,-114.47525538960521
935204000,0.574214053136693,-0.5354302423200334,8.307352454096938,2.101322102991035,40.98394361398955,-114.41325232866406
935210000,0.5737047371118436,-0.5354484633438347,8.291786067397101,2.1053056729247706,41.00458946501055,-114.30637829785329
935216000,0.5766470969064494,-0.5366172096969194,8.420873820634956,2.072722797154972,40.6176909437391,-114.86164877594263
935222000,0.5714938704768814,-0.5368780883939591,8.264382929558511,2.1123553692922394,40.81298246616207,-113.7801703841363
935228000,0.573640771725791,-0.539331919419883,8.405761484045138,2.076484815931792,40.203999968762645,-114.1054144398983
935234000,0.5709844943894824,-0.5419376633595344,8.399502964398629,2.0780468135308654,39.79902575993011,-113.43523382224834
935240000,0.5708313999923472,-0.539140726737815,8.310494843668163,2.1005197759121343,40.37822444631362,-113.5371544152811
935246000,0.5730544873963703,-0.5407093566860072,8.428714432165075,2.070776370477747,39.94971893278349,-113.91770898734359
935252000,0.5729714382346366,-0.5404094168208818,8.416895189853939,2.0737118964314663,40.01526245787188,-113.91532053203939
935258000,0.5801854654534218,-0.539812658485418,8.63728335506266,2.0203144876375196,39.772642261019605,-115.43289879308529
935264000,0.5782656586905265,-0.538339502805355,8.5266976305858,2.046758235701522,40.177902189791695,-115.11115475715683
935270000,0.5818999480305133,-0.5390301639623797,8.671027395231745,2.012381595903349,39.84420659008811,-115.83049842064949
935276000,0.5778455676788342,-0.5382908086527501,8.511265948875232,2.050503723604103,40.20945915468228,-115.0264429287304
935282000,0.5762541763009379,-0.5404535591217061,8.525501143742497,2.0470481483576215,39.84316955251523,-114.58770336322073
935288000,0.5728317058087068,-0.5391737881974716,8.37500258684741,2.084184385038529,40.275852358378664,-113.9465966006959
935294000,0.5740389483255788,-0.5388980073977618,8.405455937191375,2.0765610193495276,40.27393220669641,-114.20866296323553
935300000,0.5738763738352901,-0.5411068791212345,8.467574505368294,2.061183343322726,39.82786442381723,-114.0666050694622
935306000,0.5714120877823446,-0.538136850326506,8.298965714212937,2.103466456497459,40.55716217950434,-113.70396747222489
935312000,0.5733741916381966,-0.539075237173061,8.389421404244734,2.08056793456287,40.26983797904678,-114.0630345477366
935318000,0.573590471338369,-0.5372877383925219,8.342687760923686,2.092335478505748,40.62840140035884,-114.19427932429782
935324000,0.5764846626401794,-0.5383017910243313,8.466797179526086,2.0613743592350344,40.27597315848826,-114.74370288599853
935330000,0.5742612159906847,-0.5369977697126208,8.355430487105343,2.089113614035741,40.655993791809685,-114.3472671642192
935336000,0.5759558489892477,-0.535317576428372,8.359537029106127,2.0880774411949816,40.92277789877258,-114.78182399377539
935342000,0.5735793037565707,-0.537407961613596,8.345920378735796,2.0915172001391307,40.60406041761358,-114.1861636920844
935348000,0.5741712811122023,-0.5397614639642866,8.43597015292006,2.06897841186485,40.08958351210908,-114.19353211177292
935354000,0.570789146629752,-0.5352774212921116,8.195832323863963,2.1302001768957886,41.177151040149845,-113.70884474683196
935360000,0.5736964365882787,-0.5345750915672278,8.265882836644483,2.11196827795836,41.18690267129664,-114.34632742715658
935366000,0.5722753591278446,-0.5397135359232618,8.373473573677385,2.084568624883548,40.191776382396206,-113.80621523998822
935372000,0.5728254072153945,-0.5361694842916974,8.285312123527419,2.106966882158216,40.89674999288059,-114.08933113222011
935378000,0.5761419108915231,-0.5372329053114868,8.42309369681359,2.0721713413530822,40.51480496053256,-114.72597289562255
935384000,0.5726755243620304,-0.5357903959296975,8.269455422737668,2.1110468500559447,40.98251988320575,-114.07621872846676
935390000,0.5727176766403138,-0.537777782489805,8.32955241844405,2.0956670805571336,40.56906537228311,-113.99027873446539
935396000,0.5708227323272537,-0.5401056692279739,8.339040176180538,2.0932595711021005,40.18086144632157,-113.48968874129797
935402000,0.5736080903869831,-0.5383056063785087,8.373735493662227,2.0845027944869994,40.41715283880089,-114.14864866944265
935408000,0.5703746251380153,-0.5394431435334499,8.305112951583446,2.101894277435705,40.33773589994309,-113.42922249230473
935414000,0.568959759540585,-0.5375353487146614,8.204952603231566,2.1278085685454986,40.7950235759642,-113.22732793449512
935420000,0.5742932177550186,-0.5345169533680106,8.282961366744013,2.107570736774845,41.17052959943944,-114.47361364892818
935426000,0.5768426755167425,-0.5402652044613565,8.539157542038181,2.0437440541247067,39.852122572965925,-114.71850435875174
935432000,0.5737888175409966,-0.5347806158457545,8.27480772589132,2.109667915231152,41.13965008876229,-114.35579404846581
935438000,0.5719530861043488,-0.5367304141856242,8.274422683446787,2.1097670547901277,40.82188739560312,-113.88207146575913
935444000,0.5745040327201695,-0.5358753158621473,8.329739583520501,2.095619533794374,40.87732416045629,-114.45211831388303
935450000,0.5749139380737484,-0.5393216047412261,8.44667843604503,2.066330636228169,40.14350142864138,-114.36822375964503
935456000,0.5705177190697196,-0.5391975497950735,8.302310850850878,2.102610632229705,40.38135483391805,-113.4701179477037
935462000,0.5735929846278932,-0.5372298608607373,8.3410413360426,2.092752488336932,40.64026083848118,-114.19759282371207
935468000,0.5725456994019066,-0.5438427134161893,8.5087171933439,2.051123668248282,39.33548862261055,-113.6599970310331
935474000,0.5745134488319878,-0.5427428046794234,8.539200472325945,2.043733684260998,39.46150036128741,-114.1154414484457
935480000,0.5738148563567921,-0.5396058025664114,8.41969109544802,2.0730167270693594,40.13911871703395,-114.12784378672302
935486000,0.5719204496264728,-0.540568224424934,8.387935374078376,2.0809400697239444,40.033662617784,-113.69227307705285
935492000,0.5749681083582832,-0.5392618627918201,8.446617665484746,2.0663456434042886,40.15313697212557,-114.38235468009496
935498000,0.5786712211601408,-0.539039148073762,8.56193288498878,2.0382574510073628,40.0119103513124,-115.15933852385854
935504000,0.5793621584203025,-0.5378283925764328,8.547393755168255,2.0417565202609884,40.22776391982247,-115.36540091714416
935510000,0.577001933273693,-0.5406138642599652,8.555317931774388,2.0398479481053213,39.77215669662144,-114.73355637370652
935516000,0.5758022313171863,-0.5377091536212174,8.426494561248136,2.071327079138507,40.43284686657938,-114.63183717155572
935522000,0.5745945750250142,-0.534807906491641,8.30104213440677,2.102935139966838,41.09533132281744,-114.52252504486302
935528000,0.570700880318545,-0.5378453741439279,8.268045999656103,2.111410266612568,40.650641318110516,-113.57122775444708
935534000,0.5762326007187879,-0.5343802847879373,8.340526847612153,2.092882833263482,41.10512951704404,-114.88563098421045
935540000,0.5708808467226282,-0.5361808293052437,8.224890768793856,2.122598938390652,40.9857952094031,-113.68599783482871
935546000,0.5706191393456973,-0.5378191628012625,8.264720299726324,2.1122682894244473,40.65986236603171,-113.55562332954736
935552000,0.5721941253915658,-0.538282532594509,8.327993855208108,2.0960630967316938,40.4899926657299,-113.8581429512874
935558000,0.5678675847324585,-0.5345183413150429,8.085176104407326,2.1596540142406546,41.46660749208676,-113.13795863269178
935564000,0.5696694124591651,-0.5375167857914156,8.226322814730137,2.1222257466782066,40.766226994933284,-113.37416396899961
935570000,0.5728663260486528,-0.536672273400377,8.301442588895927,2.1028327022845774,40.79058741028167,-114.07386942379433
935576000,0.5723618564769059,-0.5353569642659087,8.246948430307397,2.116865294704027,41.08733337987336,-114.03154517410891
935582000,0.5740669218564711,-0.5395638721083164,8.426569548873848,2.071308471301338,40.13537983461503,-114.1817742108547
935588000,0.5740934674068626,-0.5358637798345514,8.316351723082546,2.099026016725146,40.89954898125552,-114.36728994453651
935594000,0.5708740813470855,-0.5341603652869212,8.166259428258943,2.1379923710204993,41.40522600157107,-113.77790710801474
935600000,0.5726709472921169,-0.53573385274578,8.26765261268653,2.111511723000335,40.99447462084496,-114.0779456914844
935606000,0.5700473839514046,-0.5365517497176493,8.209889549396514,2.1265162045971477,40.94771342574452,-113.49658764696795
935612000,0.5708143671409573,-0.5374338880925764,8.259484146041881,2.1136206260334665,40.73011233835643,-113.61386148052594
935618000,0.5703892694896415,-0.5333076779314915,8.127083344247653,2.148403576947535,41.60486115522222,-113.71591145289217
935624000,0.5717426470246756,-0.5346846848661194,8.208144470970979,2.1269728403705273,41.256038184394974,-113.93431001187079
935630000,0.5679728424157836,-0.5382394850894536,8.195095504691663,2.1303936286968566,40.695470916608734,-112.99262722062831
935636000,0.5695760632679383,-0.5341449343649762,8.126195429491704,2.1486407251858077,41.46754708134622,-113.50885200119438
935642000,0.5731324223089573,-0.5362348194127771,8.296914597904339,2.1039915631892527,40.86857247790473,-114.14990291966735
935648000,0.5717891778428075,-0.536396056038403,8.259466840739274,2.1136250983431712,40.89879885673351,-113.86390694133692
935654000,0.5731614659559273,-0.5342328825830553,8.239144047176154,2.1188903953006304,41.28363351226944,-114.25097495738179
935660000,0.5730735650395221,-0.5338316097953338,8.224746141748478,2.122636635586859,41.37151588906488,-114.25154176975454
935666000,0.5729752592600169,-0.5358748796830073,8.281354158900797,2.1079837912397488,40.95075872344358,-114.13443353082071
935672000,0.5735146571093279,-0.5342346007291237,8.250236098746344,2.1160133664372136,41.26656716354911,-114.32458085912526
935678000,0.574739864970684,-0.5377672457934848,8.393888692233578,2.0794500306887134,40.47321977370491,-114.40887637497438
935684000,0.5756095935939918,-0.5381072432861628,8.432319449441842,2.0698826593914426,40.35992472784064,-114.57217049417996
935690000,0.5713441780859357,-0.5422143633740462,8.41948478824491,2.073068006949603,39.72533626633101,-113.49517163894762
935696000,0.5759589838355397,-0.5435019785180533,8.611275593385544,2.0264716593490686,39.23324711168235,-114.37206427215065
935702000,0.5725623416286265,-0.541816682634378,8.44665361821207,2.0663367649191104,39.74724663735438,-113.76291839586148
935708000,0.5742975331755212,-0.5421421363950077,8.5133643057992,2.049993613830106,39.595035551618764,-114.10139186336565
935714000,0.5728737987249088,-0.5409350332065574,8.429759539046854,2.0705172007642356,39.91231392808777,-113.86967218394555
935720000,0.5724903212298749,-0.5424730225771178,8.46449004128654,2.061941512616125,39.61687268138154,-113.71610564989862
935726000,0.5734312510490615,-0.539751368707514,8.411727859029563,2.0749979267786816,40.127945232153294,-114.0418324537076
935732000,0.5720086215252599,-0.5394380865344189,8.356676425664764,2.0887991265556463,40.261154431221435,-113.76468518661869
935738000,0.5726543708540716,-0.5348653426749314,8.241735508565867,2.118217524829469,41.175777333427774,-114.11550759173528
