frequency_hz,frequency_mhz,s11_real,s11_imag,s11_magnitude,phase_deg,swr,return_loss_db,resistance_ohm,reactance_ohm
6004000,6.004,0.2641777294338265,0.28388492329900167,0.38778927577395955,47.05934988937352,2.2668490126964196,8.228084108168039,68.29463372124209,45.63882388990322
6004375,6.004375,0.2639746474379901,0.28350101462155075,0.3873699004587991,47.042655915984845,2.264612694508157,8.237482559922213,68.31186021701146,45.57116449390236
6004750,6.00475,0.263837171016361,0.28354724274225884,0.3873100717469841,47.062200175694564,2.264293907527858,8.238824186420096,68.29049067320017,45.56185282992634
6005125,6.005125,0.2636646584329162,0.28321582977853155,0.3869499429431261,47.04747244522543,2.2623763377522303,8.246904260844778,68.30562785118813,45.50375986033238
6005500,6.0055,0.2635006729277703,0.28279678751306014,0.3865315351444105,47.02293909077159,2.2601512784700355,8.256301368392371,68.33114991179008,45.436116270203634
6005875,6.005875,0.2633721079995873,0.28261695665323733,0.38631232372276725,47.01870765090769,2.2589867408328113,8.261228744718165,68.335129450733,45.400825184222455
6006250,6.00625,0.26316494032487464,0.2821369604021851,0.3858199712834718,46.992618027996905,2.256374200540946,8.272305912602539,68.36191184373799,45.32122840314811
6006625,6.006625,0.2629839661610167,0.28232938710920824,0.3858373352635019,47.03176087169445,2.256466266730956,8.271915009508731,68.31964292494321,45.32481077240394
6007000,6.007,0.26279805218235125,0.281861275489719,0.38536812900333245,47.00454946001099,2.2539803000401903,8.282484110701633,68.34759441755634,45.24893621404752
6007375,6.007375,0.2622206663288957,0.28178664520675656,0.3849199803424714,47.059834443303885,2.2516094428064553,8.29259090113926,68.28655464204725,45.17823946056359
6007750,6.00775,0.262141268641467,0.2816067780596747,0.384734222774773,47.05024270693898,2.2506277352524857,8.296783614587085,68.29628265842301,45.14825616353374
6008125,6.008125,0.2619321209201369,0.2811989872742078,0.384293255748473,47.03164100153456,2.248299646987406,8.306744744588858,68.31479467213525,45.077155346250024
6008500,6.0085,0.2616987836779018,0.2813063693586582,0.38421286654697434,47.06801722744041,2.247875591009839,8.308561910944723,68.27543153969377,45.06511908040037
6008875,6.008875,0.2617079259901451,0.28067264698189737,0.3837553560406526,47.00257167342626,2.2454643129229965,8.318911001231031,68.34404534394035,44.99023845783024
6009250,6.00925,0.26139249832999806,0.28058062286248553,0.3834729770258895,47.02766429724544,2.243977839530945,8.325304699073978,68.31605078813425,44.94564589407075
6009625,6.009625,0.26133651926641993,0.2802613665727892,0.38320126551922457,47.0012502247305,2.2425488059465795,8.331461306738943,68.34328435159303,44.90143544683005
6010000,6.01,0.2611492076402675,0.2800531597413483,0.3829212463839695,47.00050215060994,2.241077396167289,8.337810723120501,68.34294010854505,44.85657273863058
6010375,6.010375,0.2608593640658082,0.28002567385200866,0.3827035221122081,47.02943194968261,2.239934248196937,8.342750816818725,68.31110249174547,44.822520355077295
6010750,6.01075,0.26054526342183965,0.2795720724467228,0.3821575303244873,47.01753429005219,2.237071095242754,8.3551515664761,68.32149449583474,44.73483473007347
6011125,6.011125,0.26017358341119806,0.2795308528647024,0.3818740514990401,47.05411435755574,2.2355865416267893,8.361597022303132,68.28126847497036,44.69056945435347
6011500,6.0115,0.26002011651115964,0.2791603874720966,0.38149833934638316,47.033078770703774,2.233621067219853,8.370146963580277,68.30199781616523,44.62990452304892
6011875,6.011875,0.25989867932700317,0.2792246896026449,0.38146264666362006,47.053008558592325,2.233434471195691,8.370959646559559,68.28063479928322,44.6248001662817
6012250,6.01225,0.2596376826931567,0.27892876024611,0.38106820854894763,47.05141816176329,2.2313738405828327,8.379945633723866,68.28052836803573,44.56175087214437
6012625,6.012625,0.2594628781397537,0.2785199908445746,0.3806499316072796,47.028755614957795,2.229191538139672,8.389484878037782,68.30259618721112,44.49424213087549
6013000,6.013,0.2593505989379704,0.27832393558335533,0.38042994925227913,47.021001841594604,2.228044992791894,8.39450601329341,68.30973453418005,44.458863918823624
6013375,6.013375,0.25910537858859123,0.2778048404218514,0.3798830432848346,46.9946861176681,2.225198050693924,8.407001829467951,68.33480023715511,44.3706558884304
6013750,6.01375,0.2590003006592314,0.27801220337306665,0.3799630784246275,47.02760087925008,2.2256143632841345,8.40517204742625,68.30038388375633,44.38456643459156
6014125,6.014125,0.2587477106219079,0.27757463117310993,0.3794707546346182,47.01047065666904,2.2230551822297344,8.416433780889038,68.31590979325628,44.305421370540316
6014500,6.0145,0.2581788525630011,0.27749150655211985,0.3790222369720714,47.06480437454078,2.2207272451236704,8.426706190561351,68.25617230640668,44.235842461175956
6014875,6.014875,0.258095000990639,0.27728467678080093,0.37881370291185507,47.05278047237627,2.219646037549673,8.43148639108552,68.26771651083781,44.202189754887044
6015250,6.01525,0.2578418721057204,0.2768625972045453,0.37833229936370616,47.03728976162833,2.217152826104598,8.442531602026303,68.28133774651997,44.12493394398887
6015625,6.015625,0.2576708435354908,0.2770131469733603,0.37832598008116747,47.0717831918921,2.217120123921417,8.442676683609932,68.24503485244658,44.12520905746875
6016000,6.016,0.2576441338278485,0.2763975723355611,0.37785727158398585,47.01117539354075,2.2146964171582195,8.453444313787802,68.30601439260974,44.04827477072878
6016375,6.016375,0.2573406912259065,0.27626603908734615,0.3775541758657139,47.0312491873348,2.2131310428207183,8.460414438767621,68.28313317923099,44.000812092705175
6016750,6.01675,0.25724711966515695,0.275991552175431,0.3772895671075775,47.01323515612738,2.21176568491107,8.46650407675158,68.30040943033273,43.95797644964702
6017125,6.017125,0.25704672485574676,0.27573121367010783,0.37696249276427574,47.00853622264582,2.2100796128206555,8.474037186645687,68.30329188351742,43.905735856508244
6017500,6.0175,0.2567531200516964,0.2757538662878511,0.37677892646614264,47.04354294946117,2.209134101739176,8.478267912456145,68.2655172084095,43.877982536596235
6017875,6.017875,0.2564448449404005,0.27529051833657203,0.3762297542493477,47.029817558616536,2.206308754905706,8.490937222213757,68.27636154384263,43.79010844697642
6018250,6.01825,0.25605025526326397,0.2752945429468599,0.3759638527793638,47.074236405536,2.2049425484528444,8.49707817022901,68.22832659150656,43.74974702612286
6018625,6.018625,0.2559099852544006,0.2749460227357869,0.37561314669635215,47.05369715073193,2.2031423938828074,8.505184311198345,68.24743166125675,43.69318280006738
6019000,6.019,0.2557894737365794,0.2749498960858588,0.375533886929077,47.06755865496769,2.2027358380819813,8.507017352035964,68.23248320870705,43.68120017789229
6019375,6.019375,0.2555353000310296,0.2746975318875414,0.3751759901526951,47.06972737863906,2.2009013233802617,8.515299252226418,68.22784677513668,43.624496515230504
6019750,6.01975,0.2553605085723214,0.2742195498849783,0.374707020053581,47.03951609111233,2.198500645523605,8.526163408368307,68.25599773356727,43.548733102409386
6020125,6.020125,0.25527487411751354,0.27405802359302206,0.3745304549051063,47.03226332200769,2.197597733869789,8.530257238357402,68.26227646586173,43.520387089719144
6020500,6.0205,0.2550467618466307,0.273584012862086,0.3740281577931988,47.00834169092214,2.1950318930468176,8.541914035461486,68.28343155767614,43.43958010151591
6020875,6.020875,0.2548726115242056,0.27375134394853096,0.37403187888039097,47.04533330409331,2.195050886014438,8.54182762273764,68.24516727187971,43.44193215378964
6021250,6.02125,0.2545956771307651,0.27339159735740654,0.37357987675905013,47.03882246404794,2.192745452768139,8.552330510074258,68.24859190379313,43.3699811417828
6021625,6.021625,0.25403293868087845,0.273271202815287,0.37310840813757695,47.08946330445427,2.1903442731752536,8.563299277205006,68.19284556451052,43.29775769785363
6022000,6.022,0.25391526821647104,0.27309894074458024,0.3729021250532828,47.08468458716423,2.189294813301567,8.568102834448041,68.1962358792925,43.26488057390903
6022375,6.022375,0.2536495146845677,0.27265594262586573,0.3723967499172302,47.06821924574741,2.186726645753086,8.579882359354825,68.20933809914557,43.1841060476842
6022750,6.02275,0.25351971055849015,0.27281115228902497,0.37242203003437674,47.099104764188844,2.186855013584294,8.579292738594535,68.17778073801183,43.18964210323321
6023125,6.023125,0.2534188592644994,0.2721774015541106,0.3718893063099122,47.04402006959403,2.184152124922757,8.591726192291798,68.23021019235927,43.102604177291
6023500,6.0235,0.2530878489569648,0.2720472885168564,0.37156854882919943,47.06770441905075,2.1825269029325245,8.599221073761306,68.20334546251676,43.05312155089862
6023875,6.023875,0.25300631229586945,0.2718071962257658,0.37133724023004616,47.05168278404509,2.1813559319655877,8.604629891565912,68.2178893539866,43.0157223253029
6024250,6.02425,0.2528202611073284,0.2714849708351631,0.3709746269163796,47.03880797445224,2.179521980481584,8.613115865221253,68.22807466003695,42.957729887785675
6024625,6.024625,0.2525547930317786,0.2715541232018136,0.3708443950112099,47.076104667787575,2.178863836134202,8.6161656116792,68.18885535710024,42.93916221485367
6025000,6.025,0.25224590539262254,0.27110263896021997,0.37030343994964354,47.06352742234652,2.1761329613108593,8.628845070693075,68.19716949034951,42.85307803401228
6025375,6.025375,0.251822599265796,0.27107711474810825,0.3699965184175936,47.108825531608616,2.174585630823048,8.636047250505575,68.14840454840468,42.807131818796776
6025750,6.02575,0.25169423696850635,0.27074819422584406,0.36966819392492234,47.08870416333209,2.1729320664516547,8.643758286191144,68.16608585712487,42.75425360208821
6026125,6.026125,0.25154455220236793,0.2707677545860734,0.36958062539353154,47.10776475150941,2.1724913296779236,8.645816079408013,68.14594795538713,42.74150603814266
6026500,6.0265,0.25131768075894556,0.27051554442089215,0.3692414338009576,47.10691973504947,2.170785316562596,8.653791425865476,68.14387585029806,42.68800541200912
6026875,6.026875,0.25113395457772064,0.2700175221898358,0.36875157685274124,47.07516555377165,2.1683247461094033,8.665322277659742,68.17176035287957,42.60901681729035
6027250,6.02725,0.2509896956494252,0.2699166799604578,0.3685794913489725,47.080910351526555,2.167461260124126,8.66937667272228,68.16438556747774,42.58224280318147
6027625,6.027625,0.2507656077723501,0.2694509481189021,0.36808586428116385,47.05708773347271,2.1649869609656585,8.681017211651671,68.18397593554194,42.50310009610111
6028000,6.028,0.2506112666116128,0.2695809397037245,0.36807592967242503,47.088460366806245,2.1649372035523915,8.681251646298556,68.15215470132057,42.5033997353868
6028375,6.028375,0.2502920805604277,0.2692606245736528,0.3676240056593981,47.09090435883887,2.162675398653395,8.691922743051883,68.14549949288015,42.43243289706663
6028750,6.02875,0.2497626992520324,0.26911776946472815,0.3671590660454018,47.13623366142073,2.160351824118074,8.70291487085128,68.09546191902466,42.362046333698984
6029125,6.029125,0.2496279650424874,0.2689636280424203,0.3669544306054837,47.135281327137605,2.159330223119519,8.707757285277147,68.09450408037324,42.3298374533988
6029500,6.0295,0.2493507314411879,0.2684767079085481,0.3664089654466267,47.115260301050164,2.1566103226347364,8.720678167531247,68.10942726097346,42.242937590374645
6029875,6.029875,0.24922317803448682,0.26873689475020135,0.36651290709822254,47.15755065282095,2.157128254718997,8.718214533262898,68.06795298262297,42.26184683085534
6030250,6.03025,0.24908526193234004,0.2681612617935434,0.365997172172966,47.11210536558871,2.154560062223621,8.730445402189439,68.10857766587202,42.178084421439586
6030625,6.030625,0.24878758297959666,0.26794372083501594,0.3656351993172192,47.12308303462937,2.152760048866766,8.739040037025283,68.09400455250456,42.12197012612207
6031000,6.031,0.24870175241412443,0.26772195528104137,0.3654142950041232,47.109285409057,2.151662548107659,8.7442893410941,68.10560942884531,42.0864347648239
6031375,6.031375,0.24850485755451532,0.2673549412763575,0.3650114092094582,47.09271961837278,2.1496628900214727,8.753871210636484,68.11808398985566,42.02216571356557
6031750,6.03175,0.2482644918743533,0.26747413450444674,0.3649351593838742,47.133101607254446,2.1492847219500364,8.755685857354063,68.0769745866012,42.01283063135011
