frequency_hz,s11_real,s11_imag,swr,return_loss_db,resistance_ohm,reactance_ohm
902000000,0.8200027558128328,-0.14166984819614362,10.915453670936639,1.5959598544587272,293.0521459504661,-270.00494179581864
902013000,0.8212228329517646,-0.1413398599362881,10.99738487931686,1.5840035892207516,294.2111177198603,-272.1306751320871
902026000,0.8181466319143067,-0.13961274501753657,10.762856386584623,1.618717878376275,295.9763738448835,-265.61350923638827
902039000,0.8184723779554821,-0.14133226272804647,10.805346874849338,1.6123158099810984,292.976792379716,-267.0320119014448
902052000,0.817352635130826,-0.14071494266544393,10.721741544987324,1.6249614048957022,293.57556608744204,-264.6970358311553
902065000,0.8187697960268192,-0.1386564462406882,10.794355032693401,1.61396708308982,298.051113320877,-266.2885624204755
902078000,0.8193951804700819,-0.14021332782951273,10.85572591510791,1.6047906638548017,295.4708300355588,-268.20776363216265
902091000,0.8203250362824281,-0.13890792972722005,10.904956866372007,1.597504751779246,298.35240354140865,-269.31359934765277
902104000,0.8216951183216554,-0.14070510649250664,11.02321065670417,1.580271968089916,295.6153397075387,-272.73422197559074
902117000,0.8203720605030671,-0.14142842264174987,10.938417798704181,1.592590469314791,293.66585300097773,-270.5821802659472
902130000,0.8198606046868593,-0.1408158616982242,10.895251727887667,1.5989358043546276,294.57111229325335,-269.35295308138825
902143000,0.817692228690596,-0.13884546975856235,10.723092691391157,1.6247554579793215,297.15907913319717,-264.39610926620054
902156000,0.8182066033528436,-0.1391825048762847,10.761947278256672,1.6188554114812832,296.79756885299594,-265.51104280013885
902169000,0.8160619114602025,-0.13936919236822742,10.619617509371622,1.6406805631881176,295.37828921926746,-261.6918203952885
902182000,0.8163894872302294,-0.14054287978205385,10.654910642023568,1.6352137896661467,293.42110850230495,-262.8683447302342
902195000,0.8188521007514618,-0.14205099886791758,10.840062658225348,1.607122736397063,291.8333294155284,-268.0559150354793
902208000,0.8172443136897615,-0.14052040971426943,10.712149453047594,1.6264249750599067,293.877189157178,-264.4063475525952
902221000,0.8181496585182572,-0.13772841005550157,10.741317444098543,1.6219826782566167,299.45237977618535,-264.6655500590158
902234000,0.8164777320848499,-0.13884837353509494,10.641423813699598,1.637298529623693,296.5345839276994,-262.17942867983624
902247000,0.8177376260696795,-0.1398701753490628,10.738016313125161,1.6224842201229461,295.30350489789475,-264.98975480906904
902260000,0.8188381581668353,-0.14016499034294677,10.816695757686789,1.6106144513658545,295.29486352186893,-267.1547756485205
902273000,0.8187131994512635,-0.139258395270173,10.797480493973007,1.6134972089235546,296.90856527017695,-266.4834392728744
902286000,0.8187562554626865,-0.14102021366059528,10.821166287885866,1.6099452436382427,293.68127972771214,-267.4078910810124
902299000,0.8186219348889218,-0.14251057857960886,10.8296922729244,1.6086705069418616,290.88964458693715,-267.8404384352121
902312000,0.8182308294175462,-0.14037772539755597,10.777541886750631,1.6164994468678722,294.61264765112765,-266.1394089299126
902325000,0.8196528157682821,-0.13891461017228024,10.858252823266758,1.6044150729667253,298.0102591178814,-268.0591309881535
902338000,0.820446509790965,-0.14077299339408322,10.935730157154254,1.592984073082938,294.92046041173916,-270.4235135641079
902351000,0.8216642885134937,-0.13881947485750976,10.99821198330898,1.5838838053115454,299.1679941841165,-271.7981563292029
902364000,0.8198635873896016,-0.13828516742532734,10.865491263526025,1.6033401514704,299.29169051631465,-268.1404564650244
902377000,0.8196563227183459,-0.1375877501081757,10.842999493856325,1.6066849589098606,300.4933881501889,-267.3983220829094
902390000,0.8183534335319786,-0.13931854204773225,10.773549897036826,1.6171018839039681,296.6198100703787,-265.84904698635484
902403000,0.8181595802109229,-0.13780571363096328,10.742876845276871,1.6217458660753612,299.31455890600927,-264.72410329652865
902416000,0.8186492988042405,-0.13827447094641446,10.781674658413328,1.615876238290056,298.69833195863026,-265.8720206404377
902429000,0.8201799905567485,-0.13905290174984564,10.896544939737772,1.5987449678247216,298.00990859479464,-269.11236284344915
902442000,0.819112270616389,-0.139702384890519,10.830135679142774,1.608604267787651,296.2819259437402,-267.43887528285626
902455000,0.8150581915194475,-0.13944311753908428,10.554040390341534,1.6509361688880437,294.73290045597673,-259.923003634557
902468000,0.8155730180117621,-0.13923140520923877,10.58561843440392,1.6459816742054112,295.37731482501647,-260.7393362515011
902481000,0.8178427401523505,-0.13904733651906187,10.735625981147276,1.6228475782266623,296.8642700646532,-264.77425564293776
902494000,0.8200302715720242,-0.13964527779956737,10.893122973968243,1.5992500395767326,296.8299321732916,-269.1183825780315
902507000,0.817869797732166,-0.13868945920398845,10.733337937875264,1.6231955401919902,297.53575595926867,-264.6433455180585
902520000,0.8165062999763502,-0.14024317181772925,10.659281612573805,1.6345392845168971,294.0200362845266,-262.932520577949
902533000,0.8196627207569236,-0.14224653649497862,10.898677281103977,1.5984304024738116,291.8352557313933,-269.63299759072316
902546000,0.8188562851177118,-0.13985179805025758,10.814258477778738,1.6109795305221595,295.8817673602564,-267.03762319088037
902559000,0.8210170756611277,-0.1398056266022012,10.96424907008796,1.5888174149794507,296.99726220387544,-271.0435637972478
902572000,0.8178571564322693,-0.14034035008871312,10.751617792600989,1.620419740102241,294.50145549269917,-265.4370269120038
902585000,0.8190991743285585,-0.13965511450451912,10.828676435126482,1.6088222805962098,296.36313967514616,-267.3917255597888
902598000,0.820869561334483,-0.14060269072844245,10.963445673882303,1.5889344932097664,295.4326773528326,-271.13629745544614
902611000,0.8202011831440521,-0.14021484539756762,10.911842645730053,1.5964909792375224,295.8479809390016,-269.7071205828618
902624000,0.8183010651099177,-0.1387840877747193,10.763774451466196,1.6185790140741623,297.57935296590966,-265.48577986922453
902637000,0.8157835168871168,-0.13725239003637843,10.577359313802601,1.6472746213877247,299.0671982362385,-260.07611496886415
902650000,0.817094985931652,-0.13835111774138498,10.67713245282354,1.6317904208039515,297.7593961795129,-263.04856327517564
902663000,0.8183589706451593,-0.13859332201157232,10.765519446068549,1.6183151362167012,297.96083877422325,-265.4964505923591
902676000,0.8160665789924259,-0.13799919889708073,10.60445294600487,1.643040773702176,297.8627690418311,-260.9899994841945
902689000,0.8174230409736255,-0.13766385220189367,10.691401705237492,1.6295997481500033,299.1911197245381,-263.29168232574403
902702000,0.8181479373250438,-0.13730068129738313,10.736315615204724,1.622742729123228,300.24322884955643,-264.43821001246135
902715000,0.8157799912871542,-0.13590560945436952,10.562242388136195,1.6496464277147558,301.5156208993951,-259.32549360330233
902728000,0.8186984238994502,-0.13875008502128727,10.790549686809982,1.6145395400713782,297.84180623612514,-266.2033128849019
902741000,0.8170810389235748,-0.13996755894841284,10.694724306383224,1.6290904956164405,294.8031125589755,-263.8395150436625
902754000,0.8162360134908507,-0.139382572779565,10.631366948086143,1.6388565529966124,295.44242696116777,-262.01354863765596
902767000,0.8169394690410112,-0.14102831438126806,10.69747759127297,1.6286687435444498,292.80906215696183,-264.09725754291964
902780000,0.8138632075692919,-0.1435824120890531,10.522836417086648,1.6558614481092893,286.8210503219152,-259.81740748859283
902793000,0.815394884257303,-0.13852650748490414,10.565924197788798,1.6490681305177968,296.5549499529026,-260.05263546159614
902806000,0.8168497677907419,-0.1549903086476907,10.864071123066019,1.6035509309922313,268.1569356999801,-269.23930735835984
902819000,0.8189755969008914,-0.14050213473943413,10.830144520138106,1.6086029471129193,294.73822846462275,-267.5686603372027
902832000,0.8193168112999474,-0.13981348654144732,10.845572332123677,1.6063016369548901,296.17467025290955,-267.8715598756811
902845000,0.8159221327380184,-0.14036874753853443,10.621717458490576,1.640354263393737,293.50546302833664,-261.94040780203295
902858000,0.815736695699368,-0.14313309286277998,10.641369861681175,1.6373068800172983,288.47013821114405,-262.9187504681446
902871000,0.8202719748193525,-0.14103427102830315,10.926634712151435,1.5943175450347145,294.353869802574,-270.21771899272306
902884000,0.8196006471874319,-0.13879423518777909,10.853224893904184,1.6051625806855485,298.20909293503894,-267.90237318402393
902897000,0.8168512542122599,-0.14160872034313896,10.69829958213205,1.628542872272711,291.71778105888404,-264.21266215127264
902910000,0.8173118047882353,-0.13997881693734823,10.710429353691564,1.6266877090303697,294.8961412132579,-264.26531696438497
902923000,0.8197745186366445,-0.1417494212450777,10.900469003856891,1.5981661815158246,292.80264244352685,-269.61823489146894
902936000,0.8186130584244314,-0.13996909619114523,10.798925451417636,1.613280070307057,295.54783653515574,-266.64553661092145
902949000,0.8177698707938086,-0.13970399756067434,10.738276956660176,1.6224446091582356,295.62358681319023,-264.9671431359602
902962000,0.8155602293429176,-0.14215915307171487,10.618268002821528,1.6408903244799653,290.12375277230956,-262.1544391506657
902975000,0.8189611850912034,-0.13932115906814402,10.815252685511199,1.6108305885123864,296.9144311251339,-266.97324916851863
902988000,0.8201093913180841,-0.13874273998932565,10.88796048407527,1.6000126132730257,298.556451840364,-268.8282480315553
903001000,0.8198102353857704,-0.13883502905137607,10.868239153452697,1.602932462993043,298.23641024349496,-268.3138647548049
903014000,0.8194205837204008,-0.14408216079141115,10.904155608791912,1.5976228023853165,288.36269718221246,-269.9755572680451
903027000,0.8204951416826264,-0.1435586253394096,10.973136828112189,1.5875233632049395,289.7713653919815,-271.73142054532434
903040000,0.8210866023907474,-0.14189330008727566,10.994493099936602,1.584422529021592,293.11595624873024,-272.1196735141304
903053000,0.8213127736773874,-0.14289780744224204,11.02293586808023,1.580311580079273,291.3389741817684,-272.971896251244
903066000,0.8192399363755097,-0.1373983941945904,10.812085114874918,1.611305217680767,300.63284196000814,-266.52120203537896
903079000,0.818321689304813,-0.13994553363609805,10.778692508769687,1.6163258883731302,295.45013776459126,-266.09782801888434
903092000,0.8205636252047481,-0.13970884592856908,10.931184294139262,1.5936502567173918,296.96508664035076,-270.14640642033345
903105000,0.8216162809123208,-0.13965121841116104,11.00481125281415,1.5829287278124917,297.5692674881494,-272.10146719240197
903118000,0.8168482758718585,-0.13991479228743672,10.678449168227155,1.6315880260279263,294.78407336636906,-263.39032427191705
903131000,0.8180235419409437,-0.1428913291815396,10.793134741568704,1.6141506131640837,289.93092724824663,-266.9201419924982
903144000,0.8162777132628043,-0.13987912615786718,10.639817002122097,1.637547259610489,294.5651150640912,-262.33870727177356
903157000,0.8157383451675299,-0.14094874300434257,10.61614391792445,1.641220591777011,292.3734704219014,-261.8944800961253
903170000,0.8166066939820923,-0.1408400159979635,10.672903388506723,1.6324408189222583,292.98987312387425,-263.4049206419178
903183000,0.8176178296811731,-0.1423466883987199,10.758934260244716,1.6193113990573722,290.73670736595807,-265.9401509733049
903196000,0.8196305790117117,-0.13987932378699083,10.868091941954818,1.602954298637396,296.20280240363695,-268.48572018494394
903209000,0.8181050831716306,-0.1398709149665387,10.763030187364018,1.618691587851639,295.48182829866414,-265.6636055093434
903222000,0.8166198121547009,-0.1416667380750788,10.683393374914973,1.6308284921338454,291.5043658699879,-263.8224451597412
903235000,0.8137977632479487,-0.14731241445819024,10.562259282455635,1.649643773216248,280.30850186198796,-261.32093670900025
903248000,0.8138591941451668,-0.14214504105340645,10.506100035799268,1.658515306462437,289.3410170247022,-259.1352421333065
903261000,0.8199382250726142,-0.14382568298728737,10.937228168095025,1.5927646660625663,289.0478609846444,-270.81700261568835
903274000,0.8190127441570414,-0.14100592565602132,10.838683714316574,1.607328370320763,293.826928602502,-267.8731942050646
903287000,0.8183400353146774,-0.1425052089623756,10.810227513926948,1.6115836913374402,290.7738071092028,-267.3238579294121
903300000,0.814682379317626,-0.1411705850767666,10.548887413820387,1.6517474951402724,291.4623720173474,-260.1179675299722
903313000,0.8165865641582938,-0.14365340910585325,10.704530610553384,1.6275893505325083,287.92240570405005,-264.66820911927823
903326000,0.8177137573048883,-0.14021901639608958,10.740452741147408,1.6221140227853514,294.65392303305026,-265.11618962698515
903339000,0.8168186415635307,-0.1405191106962255,10.683431724012053,1.6308226036796836,293.6732020901382,-263.63300905741016
903352000,0.8179328536408386,-0.14139818566958606,10.7691931802102,1.6177598765797079,292.6056866424943,-266.07668357566797
903365000,0.8190387965762006,-0.14237398316610314,10.856853036173359,1.6046231106935418,291.3247663355648,-268.5424589193611
903378000,0.8169305166211185,-0.14120003422622576,10.698873952404139,1.6284549306650353,292.4939681253915,-264.1628693597978
903391000,0.8209584481090726,-0.1417657895172582,10.983857072238628,1.585965312353332,293.2978399403194,-271.82455024941544
903404000,0.8171020695271659,-0.13880273186315842,10.682759665677462,1.6309258035417065,296.93737663859224,-263.2936061024853
903417000,0.8188173797543711,-0.13886403034979022,10.800033278599136,1.6131136330795801,297.690204884391,-266.4806541484801
903430000,0.8170386242910712,-0.14184476175410496,10.713712725901978,1.626186269136603,291.3789598964699,-264.6614185466896
903443000,0.8169990789516947,-0.14049669863785155,10.695321384643176,1.6289990157229763,293.80148401033784,-263.9493463396089
903456000,0.8170613415506283,-0.14116190610042126,10.7072575025899,1.627172411919161,292.62515344338067,-264.3816246821451
903469000,0.81863072132103,-0.14383585510982747,10.84629673371822,1.6061937429214437,288.47928362930975,-268.4327663008384
903482000,0.8117904643822744,-0.16320658997388698,10.63019959679687,1.6390375933123316,253.27408994601765,-262.9852408119
903495000,0.8200638106645706,-0.14293217023684,10.93507762837354,1.5930796650344605,290.745402059161,-270.6708416712634
903508000,0.8159530263785316,-0.1424160201739153,10.64743635894171,1.6363684762158661,289.84839095836315,-262.97555645953446
903521000,0.8189648471662914,-0.14050424268359005,10.829428111837784,1.6087099717921995,294.7292602526509,-267.54982601176994
903534000,0.8195890819457324,-0.14018234001929566,10.868805166034333,1.6028485128148526,295.6201631396057,-268.55272258071955
903547000,0.8191495831959706,-0.14315666911766542,10.873996436065081,1.6020789621914902,289.9398865532744,-269.087916517976
903560000,0.8170949464787097,-0.14122979522784135,10.710319840050618,1.6267044394081986,292.5180977574247,-264.47470901879757
903573000,0.816086744677394,-0.14115067059841352,10.641682723722887,1.637258458157647,292.1794918896342,-262.6176381932027
903586000,0.8166582003276667,-0.14480465077288826,10.723107509715947,1.624753199603675,285.8978715484698,-265.2945158815983
903599000,0.8150375725674378,-0.14144768960208315,10.575444806834748,1.6475746241712639,291.14234464304377,-260.88431658797083
903612000,0.8150322676328994,-0.1415723615238623,10.57652355379154,1.6474055713033506,290.91792488289855,-260.93500252085715
903625000,0.8178556875135393,-0.1410309858545513,10.75960779391534,1.61920944468973,293.23920902999316,-265.76379669848103
903638000,0.8168333946015947,-0.1412224235852218,10.69258921065903,1.62941770343926,292.4073067343854,-263.9978483257916
903651000,0.8182945946084512,-0.13762898866234544,10.750038613686117,1.6206591629874048,299.7119443758337,-264.8820552359141
903664000,0.8171162836951743,-0.14048706057108404,10.703114605536118,1.6278059405903673,293.8758304175486,-264.15749632012063
903677000,0.8161614052794252,-0.14048287280541139,10.638974621535048,1.6376776880812756,293.41770620088914,-262.4275169894248
903690000,0.8166706702301265,-0.14144614005681674,10.684242096272396,1.6306981820410358,291.92609413291575,-263.81008571031384
903703000,0.8131344833891604,-0.1407770576015963,10.44366377847105,1.6684914588566597,291.3885557272558,-257.1885773565664
903716000,0.8159083215092603,-0.14338367421537498,10.65577858963799,1.635079808140385,288.10161682232047,-263.3375526563072
903729000,0.8180014062073859,-0.14208006802387552,10.781948124342232,1.6158350175127312,291.39522671962095,-266.5155594038365
903742000,0.8189667750614551,-0.1420352785812514,10.847799069043303,1.6059700279809308,291.9137208257913,-268.25910329294186
903755000,0.8195815215572417,-0.14324562469972854,10.905152825502768,1.597475883458507,289.96234194983185,-269.91757422694894
903768000,0.8207721201172422,-0.1431218951346351,10.98732446275714,1.585462027497888,290.69524966380834,-272.0611872837472
903781000,0.8192611830168994,-0.14135669339110687,10.860054198776115,1.6041474303668086,293.2951131350282,-268.4927502575769
903794000,0.8186403244063569,-0.14107985635901119,10.81389579565671,1.6110338707157867,293.5176893075496,-267.2227225024174
903807000,0.8164382932958548,-0.1427395241462893,10.683750616941051,1.6307736397354533,289.49232382026065,-263.9928208530198
903820000,0.8176657666472897,-0.139910318124122,10.733604762210124,1.623154954265349,295.1948529750884,-264.8779705626038
903833000,0.8165199329444042,-0.13937610070568718,10.650255508663957,1.6359327595431872,295.5978174913099,-262.5248452723708
903846000,0.8176810873895322,-0.13913342419072883,10.725654294914158,1.6243651522332148,296.625133861704,-264.5207844552473
903859000,0.8147402258310297,-0.1410966703413798,10.551847880951112,1.6512812775486276,291.62205122273093,-260.1845660178564
903872000,0.8175431204833783,-0.14254989857779427,10.756257895039685,1.6197166539922243,290.33486704686976,-265.89680207480876
903885000,0.8156547804477633,-0.14155650035044717,10.617585304410547,1.6409964605747362,291.24478470173585,-262.03780929362017
903898000,0.8168070450620513,-0.1413328082160267,10.692100388148603,1.629492635043472,292.1952936036755,-264.0026294662746
903911000,0.8164195042278187,-0.1395567936173732,10.645603902364169,1.6366518183375107,295.2195477401652,-262.43383303880216
903924000,0.8146272028427881,-0.14238431346301056,10.559149354163294,1.6501325611843596,289.2846350079012,-260.6035543779282
903937000,0.81809603816989,-0.14302125022459977,10.7996596388966,1.6131697639391391,289.7271821473459,-267.1091153659034
903950000,0.817171106404905,-0.14032337262302366,10.704916735776438,1.6275302994129808,294.1999931313915,-264.17763047883057
903963000,0.8191892784249695,-0.13929474900780858,10.830659200985073,1.6085260674375577,297.07521452764814,-267.3832307803615
903976000,0.8180996516145603,-0.14055126940896304,10.770615883502712,1.617544947400099,294.2318325734604,-265.982014155649
903989000,0.8176028884923331,-0.13862120969863306,10.714468642947912,1.6260708686322896,297.5253673395258,-264.11814542107993
904002000,0.8195340241403346,-0.13934254510431143,10.855054802658584,1.604890445327387,297.15467866584333,-268.04729389978934
904015000,0.8164292487832506,-0.13979938470529638,10.649030289830051,1.636122095942347,294.7850296922628,-262.5730661725251
904028000,0.8165720564908368,-0.14184543573212688,10.682268146645752,1.6310012884627763,291.16012850868077,-263.82025637399556
904041000,0.8141655739588514,-0.14031094378249842,10.505328593827638,1.6586378383779345,292.7313906293529,-258.7731773253061
904054000,0.8167300731897773,-0.13988848576789573,10.670207226204036,1.6328557398017949,294.77325266837823,-263.1626971674074
904067000,0.8171916997796347,-0.13966273321054828,10.698669025171938,1.628486305900367,295.41302196899596,-263.89024282022694
904080000,0.8160301489419681,-0.14005234700559177,10.62528922896054,1.6397995641023249,294.1289647913063,-261.97808453094865
904093000,0.8168009022557678,-0.14121627205557571,10.690329356033722,1.629764174457788,292.40297245501756,-263.9361869475577
904106000,0.8183713393558205,-0.14096348697387925,10.794052042103097,1.6140126485436954,293.60532967825395,-266.674902751964
904119000,0.8152921724736197,-0.14133677031107264,10.591001809635632,1.6451400139842052,291.4630512935023,-261.2844593361643
904132000,0.8167825010998936,-0.1421782818447062,10.700335099507916,1.6282312579358327,290.6586157958273,-264.3538798433979
904145000,0.815499999817474,-0.14226475058134935,10.615488410940909,1.6413225414281285,289.9072734366859,-262.09660394806065
904158000,0.8171076586420161,-0.1375235018973812,10.66859826432019,1.6331034487997378,299.282335117563,-262.63827954524146
904171000,0.8182843840154379,-0.13976693474341728,10.774056324880894,1.6170254331938883,295.76037923084306,-265.9422972482565
904184000,0.8155226846028499,-0.1416019144728285,10.609332320209514,1.6422806057647763,291.1004872648345,-261.82342213909624
904197000,0.8159045228521702,-0.1404881650620168,10.62191334904681,1.6403238316520778,293.2819413327575,-261.96759846543864
904210000,0.8169433310709017,-0.14175071161298342,10.70617285565258,1.6273382275087118,291.50446923679476,-264.44544094746686
904223000,0.8136202080487354,-0.14235991291498998,10.49298091536851,1.6606015553152513,288.8491122521667,-258.8184566927392
904236000,0.8167822534282911,-0.14174337664646622,10.695223088925873,1.6290140751537021,291.44240435903606,-264.15126389078193
904249000,0.8170543370055707,-0.1438431125937392,10.738437320020177,1.6224202391074873,287.7876835826088,-265.5894160433367
904262000,0.8170129306966,-0.14123038015360617,10.704787980837414,1.6275499897580616,292.47816510389026,-264.3264446830135
904275000,0.8151540404601975,-0.14145353654606413,10.583204898503439,1.6463592973723509,291.1881610124554,-261.09454663231384
904288000,0.8174209063596207,-0.14331474422686505,10.757041798681337,1.6195979343217284,288.8986815855108,-266.0171923402937
904301000,0.8160547802947229,-0.1408915106491167,10.636560118159931,1.6380516488243366,292.62996553704,-262.434944031239
904314000,0.816043324578389,-0.1432871896641374,10.663682284766029,1.6338607595236652,288.3342916527671,-263.5347138494566
904327000,0.8134864401248741,-0.14169318762123612,10.476728316239436,1.6631934133643487,289.95452521843293,-258.2613315445474
904340000,0.8191020905707491,-0.13927435137720867,10.824407954286723,1.60946033711084,297.0703287553904,-267.2114623778256
904353000,0.8179808248626393,-0.14291876641612017,10.790537475886413,1.6145413776764581,289.8622243570447,-266.85479603944003
904366000,0.819029028741554,-0.14039397224818798,10.832550896772647,1.6082435615424262,294.9631338542395,-267.6160950245206
904379000,0.816316221189587,-0.14262420058290273,10.674195637185194,1.6322420256821049,289.64320809033626,-263.72138765336945
904392000,0.8194325337502725,-0.1389161851613814,10.843020905415132,1.606681768088063,297.8986659684336,-267.6492975330844
904405000,0.8184949546975959,-0.13885633579696843,10.777854209659441,1.6164523327454305,297.54327851418185,-265.8801363066317
904418000,0.820597644612906,-0.13931297410070345,10.928849175506759,1.5939926791621273,297.7240670057639,-270.02139317759566
904431000,0.815747744104682,-0.1407353495585705,10.614319591994098,1.6415043569554428,292.7608901438197,-261.8072351678763
904444000,0.8163139514434723,-0.14058806364919577,10.65037728160134,1.6359139440410728,293.30267888989044,-262.75408094403235
904457000,0.8182865569131479,-0.14245175099716723,10.805915239734814,1.6122305182780545,290.84727595242725,-267.20252754679694
904470000,0.8178809583817401,-0.14204834808325378,10.773341045177908,1.6171334144416587,291.39801963815324,-266.2820114666781
904483000,0.8180791520758305,-0.1428062997612242,10.795927715321424,1.6137306155487463,290.1099515027598,-266.9833844789687
904496000,0.8168279159704747,-0.14113174702198839,10.691164678488025,1.6296360892608779,292.56865389004594,-263.9447645891281
904509000,0.8168326852788866,-0.1391537519511757,10.668670690614457,1.6330922967322294,296.1601928030841,-262.98081444297725
904522000,0.8155181440793319,-0.14352524813922424,10.631391817411702,1.6388526965386765,287.67444634439914,-262.7077251580564
904535000,0.8199892327815116,-0.13959294418875134,10.889641531915501,1.599764218368526,296.90795323664014,-269.01669996228196
904548000,0.8156206924137517,-0.14134710921148605,10.612906068441857,1.6417242914666303,291.6029922370852,-261.87643333088937
904561000,0.8145445257035155,-0.13981679976783537,10.524535321674026,1.6555925319986913,293.80233750977214,-259.1961373244229
