frequency_hz,frequency_mhz,s11_real,s11_imag,s11_magnitude,phase_deg,swr,return_loss_db,resistance_ohm,reactance_ohm
500000,0.5,-0.3156863036670258,0.7424184600483131,0.8067484193622312,113.03584922600706,9.349203837813903,1.8652375364652416,7.6495179700960385,32.530601127788366
501338,0.501338,-0.3118491434937462,0.7457504769653801,0.8083276948069236,112.6931313985331,9.434475643131378,1.8482508242324638,7.610723359964386,32.75012575729049
502675,0.502675,-0.3070192633230207,0.7483247571672993,0.8088576946786795,112.3071379246159,9.463408383810652,1.8425575739854507,7.621365366260958,32.990710585035025
504013,0.504013,-0.30226981730350505,0.7507255696985412,0.8092934717714542,111.93153519239515,9.4873179674435,1.8378792572686675,7.63542276764926,33.225361608742325
505350,0.50535,-0.2974145350749839,0.7512079623999648,0.807941092188642,111.59935793855409,9.413471693614012,1.852406058519286,7.7244954459954895,33.42270294670789
506688,0.506688,-0.2921650172623755,0.7558433080629595,0.8103452990272,111.13359971645767,9.545480759197405,1.826597659284221,7.660466291674952,33.72810516004159
508025,0.508025,-0.2886313550189326,0.75911284900644,0.8121332259098499,110.81790155317958,9.645842031866032,1.8074544267161605,7.609891577990206,33.93709826816821
509363,0.509363,-0.2844212018014062,0.7609929240573073,0.8124073180981612,110.493235905464,9.661396701213196,1.8045234632142653,7.627131622426742,34.14288033931599
510700,0.5107,-0.27949882931114156,0.7632057048288433,0.812774595733399,110.11358453261096,9.682311024160407,1.8005975850914981,7.645463723839612,34.384827686966155
512038,0.512038,-0.2751339523574827,0.7643875595418862,0.812395859739727,109.79585248653916,9.66074553165669,1.8046459716363956,7.6917137767199595,34.58368292840572
513375,0.513375,-0.2706023535641205,0.7669035156068025,0.8132445118194863,109.43541909975052,9.709189965367148,1.7955771774498184,7.687228044877801,34.81855504921
514713,0.514713,-0.2657499328479997,0.7693302363286074,0.8139361395945921,109.05646068451014,9.748997659417963,1.788193359455493,7.691640973866762,35.065317905839485
516050,0.51605,-0.26147440912208797,0.7705876519114695,0.8137408653276405,108.74300918793486,9.737728399297646,1.7902774716410241,7.730132397774635,35.26518401582093
517388,0.517388,-0.2564666831409794,0.7729024061662005,0.8143422431747219,108.35702393564272,9.77250977389646,1.7838607207751587,7.73973568930784,35.51799760746952
518725,0.518725,-0.25277517993956994,0.773810908686405,0.8140507441158455,108.09028529510611,9.7556224976022,1.7869704476062203,7.778730707616019,35.68861582471973
520063,0.520063,-0.2480372221535625,0.7762290719969888,0.8148951072297355,107.72082647862962,9.804684684819321,1.7779657953367853,7.776064417205532,35.93439367843431
521400,0.5214,-0.2430961322882738,0.7778326398404588,0.814935178486421,107.35559710498205,9.8070241747876,1.7775386901144195,7.810046073052861,36.173019590630915
522738,0.522738,-0.23842557446218976,0.779435632008181,0.815086902729775,107.00861709402672,9.81589151620383,1.7759217058389498,7.8374404452454955,36.401510818889996
524075,0.524075,-0.23485825411370043,0.7801662505926357,0.814750132303829,106.75369449898237,9.796229033103588,1.7795112067913577,7.8785286945470965,36.566848519672625
525413,0.525413,-0.2299453065322507,0.7822352350650293,0.8153323291599889,106.38118864824342,9.830266017340534,1.773306738030048,7.889111671955077,36.81700530578035
526750,0.52675,-0.2249725529006147,0.7827601028152698,0.8144482967739521,106.03514454228421,9.778666890292596,1.7827296117254168,7.96570696675398,37.040211748105506
528088,0.528088,-0.22079354005468227,0.7843692076381935,0.8148526500054142,105.72147829114978,9.802206999227831,1.7784183546524701,7.979189772032909,37.252073875617725
529425,0.529425,-0.2159648231712969,0.7853939831196676,0.8145455871637794,105.37499501914945,9.78432143734563,1.7816920957491793,8.02980844718483,37.4815632224793
530763,0.530763,-0.21160632755969427,0.7856937504398601,0.8136903018615583,105.07347853041827,9.73481423663654,1.7908172040673207,8.102128071339008,37.677649806313255
532100,0.5321,-0.20686290868575513,0.7863623747482202,0.8131162570073185,104.73848210496809,9.701840448895126,1.7969471159870758,8.165323330666414,37.89910308214675
533438,0.533438,-0.20272023703342226,0.7879239446934136,0.8135844376118047,104.42835907490631,9.72871800174688,1.7919473453630328,8.176620053898661,38.112563961559076
534775,0.534775,-0.19889145977481204,0.7889786928980945,0.8136615946562437,104.1487433159998,9.733160436306235,1.7911236499168506,8.203471146771268,38.30313262564816
536113,0.536113,-0.19360665194909976,0.790242685759604,0.8136135680256887,103.76610875511457,9.730394797597985,1.7916363524054966,8.248004214185649,38.563842799627515
537450,0.53745,-0.1905742889979441,0.7901976689481005,0.8128535634652061,103.55926029071767,9.686818499096368,1.7997537205212364,8.307764621263537,38.69952518803011
538788,0.538788,-0.1861547365214894,0.7912013427049867,0.8128057274820096,103.23981416422089,9.684087569013574,1.8002648953697502,8.346116289136353,38.918636943578605
540125,0.540125,-0.18122634386109232,0.7922861082677215,0.8127485866264368,102.88409897644824,9.680827257682887,1.8008755414259627,8.389460247136824,39.163669573980485
541463,0.541463,-0.17716212705655315,0.7926242004102851,0.812181963810602,102.59928587417765,9.648604578013881,1.8069331830192106,8.450014301654958,39.356427449515856
542800,0.5428,-0.17285785280906768,0.7941331014597028,0.8127282572371702,102.27994461743114,9.679667794478204,1.8010928054642104,8.460410639572133,39.583097902801796
544138,0.544138,-0.16905969143453697,0.79574053472282,0.8135011849216326,101.99447619701691,9.723928723941723,1.792836202924704,8.455803288992001,39.7889453444039
545475,0.545475,-0.16312862901155553,0.7937665950423067,0.8103556978316664,101.61328047059018,9.546059001681705,1.8264861978016411,8.656962603014914,40.029912702334926
546813,0.546813,-0.16170682344067983,0.7964350529158597,0.8126856035764158,101.47722086088281,9.67723591024628,1.8015486708889972,8.557562911276861,40.14549521000382
548150,0.54815,-0.15711687770250313,0.7971178867304262,0.8124546994168744,101.15041861667062,9.664090189311576,1.8040168984710083,8.608482470864503,40.37437409470056
549488,0.549488,-0.15284165857174156,0.797152819577974,0.8116730809606013,100.85385074458073,9.61983071884478,1.8123771423587312,8.68382326823765,40.57797082024863
550825,0.550825,-0.14982676870469822,0.8002151556081788,0.8141206027889928,100.60488198598023,9.75966476117648,1.7862250902742116,8.591514427649306,40.77641877120153
552163,0.552163,-0.1432721346213519,0.7982271100871127,0.8109829984882435,100.17555270814724,9.58105876193155,1.8197650055459338,8.803105129105942,41.05604540681008
553500,0.5535,-0.1392139562922752,0.7993532102576797,0.8113852847912671,99.87944322501848,9.603626539884095,1.8154574576992522,8.820180384133947,41.27240520386529
554838,0.554838,-0.13479084974285788,0.8002616606711751,0.8115339171683391,99.56078841029746,9.611989011234519,1.8138664919556204,8.85328779801137,41.50370955129533
556175,0.556175,-0.13083341895313802,0.800755923990103,0.8113737938337736,99.27941481988742,9.602980575442974,1.8155804694142266,8.897749639157242,41.70616214800383
557513,0.557513,-0.12594846611665353,0.8015755710047066,0.8114101380613008,98.92965471173451,9.60502393628188,1.815191407206831,8.941437636882682,41.96108254631933
558850,0.55885,-0.12165239716237597,0.8009965446024341,0.810181936481178,98.63587541170216,9.536405033979728,1.8283488782942512,9.043672910603032,42.16438007146959
560188,0.560188,-0.11783354649166035,0.8023448239267378,0.8109512692886239,98.3548180823689,9.579282878409982,1.8201048421616468,9.041261332633542,42.37791089471279
561525,0.561525,-0.11252121708804502,0.8025299750743674,0.8103797783680436,97.98130509492628,9.547398282667883,1.8262280916708318,9.12138138286565,42.64788841667404
562863,0.562863,-0.10745803636176199,0.8043053640638441,0.8114519999609333,97.60985358248757,9.607378490281546,1.8147433003321811,9.115806674892044,42.93360005384902
564200,0.5642,-0.10332703676165807,0.8035822490566963,0.8101980668484486,97.3270603048226,9.537300473136161,1.828175947759869,9.220753216323,43.132040161075636
565538,0.565538,-0.09971808540237898,0.8033187369993234,0.8094842121811298,97.07608031384436,9.497817650164864,1.835832342275889,9.293555568917219,43.31257692683459
566875,0.566875,-0.0949908880972102,0.8034439169943696,0.8090397991302728,96.74275854227024,9.473386553276605,1.8406022718950874,9.364313210529861,43.55825866134002
568213,0.568213,-0.09166162905498236,0.8035458620878686,0.8087569515741729,96.50768241254958,9.457896464538385,1.8436394676128343,9.413032279539117,43.73250370963813
569550,0.56955,-0.08297689617535466,0.8059908135284907,0.8102507986982881,95.87790283919634,9.540228819302842,1.8276106438641195,9.423899978567839,44.225428682650694
570888,0.570888,-0.07971406976368353,0.8046495090226804,0.8085883781558636,95.65765048359374,9.448686347940617,1.8454501014777653,9.546011662962702,44.37625700232709
