frequency_hz,s11_real,s11_imag,swr,return_loss_db,resistance_ohm,reactance_ohm
150000000,0.7480874457865783,-0.22815128229226855,8.178722188130807,2.1347015708900927,168.08166996934838,-197.5114452048821
150012000,0.7478008662094621,-0.22841155578675681,8.17038412584794,2.1369021134651973,167.8332356001266,-197.28707033074994
150024000,0.7484197582164409,-0.2275062958027854,8.18420300868577,2.1332575776372593,168.66706038287833,-197.74260716623462
150036000,0.7483308682977126,-0.22765002914329782,8.182380295691555,2.133737577066345,168.53508734689257,-197.6782717326038
150048000,0.748017923737482,-0.2282168177879922,8.17672692612134,2.1352277364705525,168.01928744679753,-197.4571713016509
150060000,0.7479263139505257,-0.22887552296265687,8.181144893032668,2.1340630356520567,167.44521352074736,-197.4338842750914
150072000,0.7486296241376122,-0.22818244054851208,8.20100508335578,2.128843062819684,168.10066369081315,-197.9817293723773
150084000,0.7485817464198818,-0.22789723524973388,8.19555171570994,2.130273846375896,168.34302341706774,-197.91630346744475
150096000,0.7477089956848681,-0.22820717636968677,8.164184199250098,2.138541327252861,168.00104034904183,-197.19054985237585
150108000,0.7471666244512485,-0.22927354119674218,8.155518214648255,2.140836788294763,167.04098877009784,-196.8164051607482
150120000,0.7482946158364534,-0.228671021168856,8.193485099304752,2.130816563428493,167.6515444290701,-197.7335569875432
150132000,0.7485672618917866,-0.22817018559867763,8.198329560747448,2.1295447901441196,168.10601778457973,-197.9268528534963
150144000,0.748021856890395,-0.22863700539149268,8.182055692700965,2.133823081894351,167.6581069878623,-197.49608901292444
150156000,0.747035131638923,-0.22948294613217005,8.152826563323773,2.1415507659631263,166.85122964746313,-196.72162136305806
150168000,0.747892138463155,-0.228946248957863,8.18064000427263,2.1341960739510824,167.38166496845284,-197.41041189018452
150180000,0.748231746464382,-0.2284297428117302,8.187968863362272,2.1322665518103605,167.85404153593987,-197.65932352352954
150192000,0.7478986881853833,-0.22884381294983694,8.179640704378437,2.1344594388492935,167.47014364505966,-197.40752841095986
150204000,0.7473546111392263,-0.22972569206988788,8.168632225568512,2.1373650466175174,166.67034204531404,-197.01425979640047
150216000,0.7473543806408117,-0.22943127460181725,8.164990568128312,2.1383279864323503,166.9218103549761,-196.98994807394368
150228000,0.7478433883873374,-0.228581773496174,8.174187094904813,2.135897886280216,167.69056944410144,-197.33805954436426
150240000,0.7476360329975872,-0.22889467376166578,8.169696780990776,2.1370837177676996,167.40456597118148,-197.18642004781276
150252000,0.7478255005569121,-0.2301565178114346,8.192937846768686,2.1309603247337723,166.3399485103251,-197.45077048870604
150264000,0.746545232093863,-0.229825338431079,8.137454032827797,2.145637618176789,166.51881176942985,-196.33289838142915
150276000,0.747876613079474,-0.2288386211352842,8.178687414875299,2.1347107386273216,167.47276277148003,-197.38814306343372
